replicate,and_truth_auroc,and_TT_vs_mixed_auroc,and_mixed_vs_FF_auroc,and_total_range,and_pooled_sd,and_range_over_sd,dprime_AND_TT_mixed,dprime_AND_mixed_FF,or_truth_auroc,or_TT_vs_mixed_auroc,or_mixed_vs_FF_auroc,or_total_range,or_pooled_sd,or_range_over_sd,dprime_OR_TT_mixed,dprime_OR_mixed_FF,and_minus_or_auroc,OR_to_AND_range_ratio,OR_range_compression,OR_to_AND_pooled_sd_ratio,OR_to_AND_range_over_sd_ratio
527,0.9391,0.91855,0.6769749999999999,10.247885868013215,4.04180557886789,2.5354722457688452,1.9690040127348227,0.6397641990716206,0.6593666666666667,0.8173249999999999,0.5598375000000001,5.75171512408099,4.16399244979364,1.381298163584815,1.2739068218050742,0.26235728099119904,0.2797333333333334,0.561258702346974,0.43874129765302605,1.0302307640834063,0.5447893053808429
528,0.9538,0.9368875,0.6688875000000001,10.6842589405452,4.017791190573725,2.659236987131611,2.139172091647981,0.6088097805495932,0.6966666666666667,0.8521625,0.593625,6.754575352056654,4.11360718316666,1.6420078659180515,1.4688704111358917,0.34880449768089933,0.2571333333333333,0.6321987692027968,0.36780123079720317,1.0238479273929746,0.6174733105262669
529,0.9566500000000001,0.9436249999999999,0.7071125,11.517033728546805,4.075936311273969,2.8256167047288963,2.199990440591615,0.7067169527285474,0.6772083333333334,0.8610374999999999,0.56415,5.903148022546701,3.8477670191750795,1.5341750145288875,1.4412981650549663,0.27210414223268375,0.2794416666666667,0.5125580215949882,0.4874419784050118,0.9440203980941073,0.5429522737324289
530,0.946075,0.9265999999999999,0.6799124999999999,10.897243430038287,4.157438258762264,2.6211437793624794,2.0301862459095843,0.6555467808012121,0.7001833333333334,0.8378875,0.6029875,6.719498548710041,4.065052202433131,1.6529919455125557,1.4116413822744973,0.3793543212553262,0.24589166666666662,0.6166236986307676,0.3833763013692324,0.9777781290835964,0.6306376470178222
531,0.9298583333333333,0.9117,0.6482375,10.356989687655954,4.432303749020371,2.3367057571234957,1.9014902773434716,0.5302473335249166,0.6818083333333333,0.82175,0.5912375,6.549877711208222,4.300338105524132,1.5231076139790902,1.3375038603952805,0.3437430406856788,0.24805,0.6324113385006781,0.3675886614993219,0.970226398963427,0.6518183170199607
532,0.942275,0.9209624999999999,0.6904875,11.120840634052978,4.274131351088614,2.601894916313351,1.9625488502339559,0.6920319215863486,0.6537833333333334,0.8206375,0.5592250000000001,5.8917163915694335,4.332043004846808,1.3600318337047024,1.2811170606287223,0.2423496545999053,0.2884916666666666,0.5297905603941924,0.47020943960580763,1.0135493388015424,0.5227082097657287
533,0.9325333333333334,0.9106000000000001,0.7111,10.756840382875268,4.230728284745359,2.542550515867673,1.8645805500345611,0.7270269166627562,0.68725,0.8137875,0.5967125,6.050873278046628,4.055495513372739,1.4920182399645758,1.2695077626893667,0.3705402347751162,0.2452833333333334,0.5625139969241831,0.43748600307581686,0.9585809440884083,0.5868195068900759
534,0.9337416666666666,0.9116875,0.6782625,10.6249978652929,4.27810107535669,2.4835780357075903,1.9010524706303862,0.6563112513330791,0.687875,0.8296374999999999,0.589,6.415148755154338,4.166411794698094,1.5397298853939114,1.3418421864265797,0.3454406238725708,0.24586666666666657,0.6037788276748507,0.3962211723251493,0.9738927905883374,0.6199643672381048
535,0.93625,0.91365,0.6717,10.71926334047324,4.361975144722634,2.457433383920588,1.912399388387771,0.6243570933274936,0.6788833333333334,0.835525,0.5723125,6.394557241491179,4.256608526528923,1.5022657596153572,1.383293390143098,0.2830964392757679,0.25736666666666663,0.5965481991049646,0.4034518008950354,0.9758442873473981,0.6113149473124855
536,0.9545833333333333,0.9359125,0.6608375,10.820533372946064,4.068364932794597,2.659676197118664,2.162938895607839,0.6086159966042908,0.6923083333333334,0.8435750000000001,0.5940375000000001,6.466691192112801,4.011320598484354,1.6121102847167563,1.430032377424791,0.3493366031725282,0.2622749999999999,0.5976314631847155,0.4023685368152845,0.9859785601211889,0.6061302824995092
537,0.9495666666666667,0.931375,0.6947874999999999,11.07549747625503,4.177562862884722,2.651186311199419,2.0295349149476825,0.6735707476239203,0.6894499999999999,0.8433625,0.5850625,6.312372746699043,4.023921322427069,1.568711771653545,1.4057201254392198,0.3307288382775108,0.2601166666666668,0.5699403354325401,0.4300596645674599,0.9632222074208215,0.5917018223226441
538,0.9363250000000001,0.9140625,0.6710375,10.68043480796996,4.319816366059042,2.472427969829119,1.9234454407058181,0.6402028576075391,0.6606916666666667,0.8027375000000001,0.5697375,5.693186219734727,4.2909873036566815,1.3267776893404284,1.1829159607775948,0.2851592278274827,0.2756333333333334,0.5330481691144592,0.4669518308855408,0.9933263222416416,0.5366294612142445
539,0.941875,0.9221124999999999,0.6941125,10.593926702219186,4.030522259125483,2.6284253059844875,2.000244759205743,0.6900613227687901,0.6543666666666667,0.7966249999999999,0.5649250000000001,5.384748409596454,4.1708381821642995,1.2910470688177698,1.1766260272474525,0.26506022561984555,0.28750833333333337,0.5082863569811628,0.49171364301883724,1.0348133353490674,0.4911865160779993
540,0.954425,0.9385125,0.6534999999999999,10.70040457141818,4.157934457789351,2.5734904385932196,2.128970365909386,0.5448688049734116,0.689425,0.862375,0.595275,6.828922508582173,4.066818050679867,1.6791807313436493,1.5815983535447788,0.32531893899398,0.265,0.6381929265387675,0.36180707346123253,0.9780861367502344,0.6524915368489038
541,0.9447083333333334,0.9263250000000001,0.6948375000000001,10.878489658921223,4.129998447336676,2.6340178568194057,2.0112655736411202,0.7004425586047237,0.6765833333333333,0.8311375000000001,0.5791999999999999,6.203920400562858,4.202748167248323,1.476158017011228,1.3286081862019363,0.3066491569184787,0.26812500000000006,0.5702924390312907,0.4297075609687093,1.0176149509108319,0.5604206566745522
542,0.949475,0.9337,0.7055125,10.680535252676265,3.959408853599923,2.6975075440783147,2.061663182529705,0.6908352860237971,0.658,0.8347999999999999,0.5481125,5.495276881430813,3.8479105087061827,1.4281197208192191,1.351934463565981,0.24466607353984252,0.29147499999999993,0.5145132478312676,0.4854867521687324,0.9718396485393608,0.5294219561885153
543,0.9337333333333333,0.915875,0.6713250000000001,10.56805908366089,4.358166159415596,2.4248866833195737,1.9189189787302732,0.5908589561457758,0.6894,0.8331124999999999,0.5981500000000001,6.4184019693276255,4.140256238722858,1.5502426901257458,1.3477006413606063,0.35941554045981117,0.2443333333333333,0.6073397128571145,0.3926602871428855,0.9499996299539992,0.6393052099257377
544,0.9255083333333333,0.9067375,0.6570875,10.315387288070811,4.410355350136051,2.3389016233697815,1.869457471313085,0.5603870596502565,0.6890999999999999,0.838825,0.59005,6.325343274881841,4.000048619279257,1.581316598102141,1.3862303552485167,0.36543529170404865,0.23640833333333333,0.6131949386133819,0.3868050613866181,0.9069674213792916,0.6760936767506507
545,0.9515166666666667,0.9354874999999999,0.678325,10.903000207518353,4.12141127381306,2.645453094379266,2.0921346440266624,0.6412306801545162,0.6808749999999999,0.8522625,0.5737875,6.124803256887692,3.932299420859798,1.5575627899536963,1.4159434374252284,0.30211481538176993,0.2706416666666668,0.5617539338084417,0.43824606619155826,0.9541147824399725,0.5887697624512847
546,0.94855,0.92945,0.6870875,10.741494184236869,4.0525464722317714,2.6505542275302862,2.0199646245891416,0.6878731678062294,0.7107916666666667,0.8438625,0.6113249999999999,6.902413088512219,4.078845997110261,1.692246555374331,1.4391471810086158,0.4047614511560516,0.2377583333333333,0.6425933832037541,0.35740661679624586,1.0064896294363792,0.6384500787788523
547,0.9331166666666667,0.9113749999999999,0.692375,10.53152704727187,4.220028561154624,2.495605632676188,1.878421762235519,0.6940223283252777,0.6807833333333333,0.8293375000000001,0.5778000000000001,5.908955924102502,3.937991823995335,1.5004997948694323,1.3418768533724308,0.3181218122856886,0.2523333333333334,0.5610730426441987,0.43892695735580134,0.9331671022903877,0.6012567751982335
548,0.9399500000000001,0.9206874999999999,0.6702250000000001,10.070888860439133,4.031678798645831,2.497939286190598,1.9820452262438126,0.594722693173369,0.6838250000000001,0.8205125,0.5827249999999999,5.922512549790923,3.9403432265912994,1.5030448387904403,1.3089901633123469,0.3304558959043792,0.25612499999999994,0.5880824058198053,0.4119175941801947,0.9773455236351642,0.6017139195895391
549,0.9461666666666666,0.9304,0.6704125000000001,10.74535325065385,4.113379277991847,2.612293329755804,2.083614063744332,0.5881866749378158,0.6762916666666666,0.86055,0.5754375,6.461638217290494,4.0124952719380795,1.6103790233675344,1.5279039491005115,0.30032094972870144,0.269875,0.6013425586448083,0.39865744135519166,0.9754741784708413,0.6164617904981106
550,0.9317083333333334,0.9117375,0.6790375,10.43513884517164,4.255557795513291,2.4521201089487232,1.8965230731067242,0.6446501590527244,0.6776916666666667,0.819575,0.5839625,6.043301354880823,4.187182071967477,1.4432860217232422,1.2548710023311331,0.33431275324388854,0.25401666666666667,0.5791299420684825,0.42087005793151755,0.9839326060574471,0.5885870012876367
551,0.9397833333333333,0.9190875000000001,0.6845875000000001,10.72801950362361,4.177023306917152,2.568340829187619,1.9767486892858663,0.6761574213218908,0.676325,0.8328875,0.5796375,6.187289195706171,4.121567709677675,1.5011979983194417,1.3673471195374127,0.3066513128657872,0.26345833333333335,0.576741046529258,0.42325895347074205,0.9867236562583591,0.5845010838356213
552,0.9392083333333334,0.9195,0.6819375000000001,10.538898923809374,4.188586825212231,2.5160989526044695,1.9461599022004885,0.6496450643101686,0.7073749999999999,0.8275999999999999,0.612975,6.536118818098106,4.024511019607897,1.6240777541056184,1.3305448579334962,0.4239425563514827,0.23183333333333356,0.6201899140840769,0.37981008591592313,0.9608278848090919,0.6454745161848662
553,0.9208083333333333,0.895475,0.6512625000000001,9.865060493642908,4.378399461229989,2.2531202511320414,1.7949142833897689,0.5583874300171789,0.6997333333333333,0.8095875,0.6085,6.61292561003855,4.283437886015021,1.5438359994968212,1.267869260269199,0.39526729300477387,0.22107500000000002,0.6703380698273418,0.3296619301726582,0.9783113496025573,0.6851991138604996
554,0.9371916666666666,0.9169750000000001,0.6734374999999999,10.762304929167865,4.321858308920864,2.490203093181723,1.9478025415390006,0.6411714203177384,0.6943583333333333,0.8437375,0.5896125,6.5390037079767485,4.081095036714019,1.6022669526563555,1.4047631785555719,0.3641028283104957,0.24283333333333335,0.607583947027446,0.392416052972554,0.9442917247634244,0.6434282236028971
555,0.9536416666666666,0.9361125000000001,0.7106625000000001,11.43075774171699,4.08967783196933,2.795026457184932,2.1047486465720255,0.7542997880644966,0.6737083333333334,0.8409875,0.5796874999999999,6.220215988714404,4.1644041710843425,1.4936628946596127,1.375182905264743,0.31823468547353795,0.27993333333333326,0.5441647989803412,0.4558352010196588,1.0182719378360003,0.534400270458973
556,0.942825,0.922025,0.6973125,11.454564730140309,4.317580234123523,2.6530056441361323,1.9981057857036757,0.7235193529501122,0.6745333333333334,0.8228375,0.5773125,5.909899934802821,4.1764698607957715,1.4150467097293424,1.2962882275440533,0.2845996727256826,0.2682916666666666,0.5159427768784742,0.48405722312152577,0.9673172551114393,0.5333749337687925
557,0.9382249999999999,0.9184625000000001,0.6586375,10.47973677801229,4.286189615756612,2.4450007389984245,1.9486637729630092,0.5602164993512901,0.6632583333333333,0.8367249999999999,0.5616,5.834653976464872,4.074466807684604,1.4320042969697253,1.3329356498816063,0.2686948790640784,0.2749666666666666,0.5567557754605684,0.4432442245394316,0.9506034900337385,0.5856866520033588
558,0.9500916666666667,0.9336500000000001,0.6556625,10.866077570982334,4.123456150801362,2.635186885368139,2.1506210567248143,0.5774548338542952,0.7040333333333333,0.855225,0.6016125,6.916964068822063,4.016924261133592,1.7219553118659172,1.512125116475013,0.3701302857805233,0.24605833333333338,0.63656494476845,0.36343505523154995,0.9741644179611159,0.6534471317488202
559,0.9561333333333334,0.94295,0.6871250000000001,11.677723780498708,4.233944698396935,2.7581191093308686,2.177095355098874,0.6636095292312397,0.6773833333333333,0.8345750000000001,0.5776874999999999,6.208648247019965,4.026906887303059,1.541790863502703,1.3956395047627068,0.3227345251934306,0.27875000000000005,0.5316659619392726,0.4683340380607274,0.9511004923677285,0.5590008271530913
560,0.9462333333333334,0.9270499999999999,0.6796249999999999,10.530995794298875,4.036759857906568,2.608774404470066,2.0217328906457843,0.6281309990150237,0.6816416666666667,0.8400374999999999,0.5811625,6.007123463603399,3.8533143263151763,1.5589497650319781,1.4059971194857324,0.31094250716579386,0.26459166666666667,0.5704231186622877,0.4295768813377123,0.9545562436090699,0.5975793699757093
561,0.94445,0.9257500000000001,0.677625,10.316643763761297,4.073558377054916,2.5325876810485233,1.9746400673684747,0.6324136273725948,0.6707916666666668,0.829825,0.5700125,5.882098807146527,3.9935039650887996,1.4729167314137706,1.3306659226636381,0.28203498215169387,0.2736583333333332,0.5701562389706863,0.42984376102931365,0.980347793119392,0.5815856810943518
562,0.9490166666666666,0.9313125,0.6917749999999999,10.954111870809076,3.998594453037064,2.739490588371388,2.113819891175776,0.6895206551434073,0.6663833333333333,0.8418500000000001,0.5681999999999999,5.936453576371949,3.9242043538360125,1.5127789077979361,1.4169752822927084,0.2736136668138694,0.2826333333333333,0.5419383740448763,0.4580616259551237,0.9813959379790191,0.5522117557984657
563,0.9490833333333334,0.9322875,0.6939,11.077472284633675,4.1468587302838555,2.671292417978129,2.0551548523051646,0.6988873974895247,0.6420833333333333,0.826275,0.5451625,5.530981741696275,4.166961074025276,1.3273418309985212,1.2775497193376957,0.2253340950517526,0.30700000000000005,0.4992999846516141,0.5007000153483858,1.0048476075624704,0.49689125086618974
564,0.9527833333333333,0.9350749999999999,0.6719499999999998,10.673503052705142,4.059159468298654,2.6294860145464565,2.081957410438645,0.5974109898000716,0.68725,0.8500125,0.5837,6.237436857217567,3.9100486465048627,1.5952325459666912,1.441477403889432,0.3403162196763042,0.2655333333333333,0.5843851663711027,0.4156148336288973,0.9632655915693085,0.6066708615835109
565,0.9436416666666667,0.9249624999999999,0.6850875,11.244691441562908,4.316187163239603,2.6052372189353745,2.02027295566089,0.6638820684871449,0.69305,0.8583999999999998,0.5932375000000001,6.752230105790475,4.160006398856477,1.6231297402923615,1.4479729524978124,0.35953875626980586,0.25059166666666666,0.6004815819874536,0.3995184180125464,0.9638151084565337,0.6230256993471215
566,0.94495,0.9299375,0.6927249999999999,10.857739938299547,4.056771011258289,2.6764488082189786,2.1096541950240577,0.6760543744543472,0.6628166666666666,0.8394625,0.5572625,5.522305543716019,3.735808495185514,1.4782089474963278,1.3606883925055449,0.27510845970932657,0.28213333333333335,0.5086054349337159,0.4913945650662841,0.9208822693758054,0.5523023429243132
567,0.9574250000000001,0.942825,0.6915625,11.183676634876736,4.026091777611151,2.77779972554736,2.1680218845136574,0.6822983109467198,0.69165,0.86195,0.5857625,6.570707527909115,3.9695989601185007,1.6552572675283466,1.5224893081410416,0.3339396122280251,0.2657750000000001,0.5875266017096833,0.4124733982903167,0.9859683234727029,0.5958879080824235
568,0.93545,0.9124625000000001,0.68935,10.23148208241009,4.10188925010957,2.4943340637821425,1.8919491368534216,0.6790133445892068,0.672775,0.7898875,0.5836,5.5575858162221845,4.165736425196851,1.3341184484468582,1.1297859976771623,0.31588984687951444,0.262675,0.543184826153071,0.45681517384692905,1.0155653093475343,0.5348595714657174
569,0.9373666666666666,0.9174125,0.67965,10.41842110524827,4.126192433512725,2.524947944897185,1.9614316277595045,0.6474162768701254,0.67125,0.8010875000000001,0.5825374999999999,5.914289711848273,4.2365493799710165,1.3960157622165457,1.2034559794007036,0.32655846576205344,0.26611666666666656,0.5676762008466864,0.43232379915331365,1.0267454677009191,0.552888927883775
570,0.9403333333333332,0.9212625,0.67545,10.76331938353358,4.281476600556919,2.513926943366577,1.9676079514892135,0.6378215007770024,0.6878166666666666,0.8149875,0.5939125000000001,6.667981740495911,4.441435796927302,1.5013121984356927,1.3051223553702214,0.34384580772721157,0.2525166666666666,0.619509790882636,0.380490209117364,1.0373607545465917,0.5971980221609701
571,0.9338416666666667,0.9138375,0.6435375000000001,9.866413031511703,4.2594215816697325,2.316373911887815,1.8898159355928565,0.5122334119257773,0.6862833333333334,0.8215250000000001,0.5889624999999999,6.343962825721004,4.155016681970272,1.5268200614570704,1.3328147782504252,0.33599726516855416,0.24755833333333332,0.6429857340716862,0.35701426592831376,0.9754884794337421,0.659142314468881
572,0.9442666666666667,0.9248000000000001,0.6716,10.961394489282638,4.342487443888935,2.524220191979671,1.98283152159242,0.6118409555858364,0.6698583333333333,0.83325,0.5723,6.236277335738269,4.237355008494577,1.4717382242546295,1.3730707861490967,0.2757227803858522,0.27440833333333337,0.568931018935201,0.43106898106479896,0.9757898124628298,0.5830466886093597
573,0.9427416666666667,0.9233125,0.6999375000000001,10.827685292066622,4.0058975107474,2.702936174232388,2.009727472943723,0.7486746748922908,0.6721333333333334,0.8094250000000001,0.5799875,5.828673891842634,4.0988837105362235,1.4220149444249826,1.223792791729534,0.32888126842506,0.27060833333333334,0.5383120892988336,0.46168791070116644,1.02321232621138,0.5261000825625575
574,0.9467583333333334,0.9278875,0.693025,11.07119115788408,4.207372538622009,2.6313788608579207,2.021929915730193,0.680066342313724,0.6634,0.8300375,0.5587125000000001,5.683695892305416,3.9242465461751976,1.4483534164908884,1.3444587482034072,0.26352673883718425,0.2833583333333334,0.5133770893530196,0.4866229106469804,0.9327071729808029,0.5504161479881597
575,0.9503333333333334,0.9340124999999999,0.6812750000000001,10.899977515064196,4.122906756001656,2.643760375904028,2.0855343022987336,0.6456022818477549,0.666225,0.8350250000000001,0.566425,6.006080920200088,4.1461327171604765,1.4485983276274421,1.357770478150742,0.26824825395155016,0.2841083333333334,0.5510177348438976,0.4489822651561024,1.0056333947220637,0.5479310231102534
576,0.9429666666666666,0.9215000000000001,0.6811875000000001,10.967805103186127,4.28472239453803,2.5597469551743623,1.961434210083331,0.6641234602379541,0.6629833333333333,0.8282499999999999,0.5697625,5.952359402925044,4.185208746763824,1.422237160219942,1.3126757123054693,0.28174754448994377,0.27998333333333336,0.542711996331508,0.457288003668492,0.9767747735766823,0.555616310957996
577,0.9512666666666667,0.9356875,0.68275,10.90155108714447,4.061940856864484,2.6838281184526296,2.1188907296520143,0.6446464462562504,0.6964666666666667,0.8230125,0.6002125,6.239234376079477,3.9972064035575965,1.5608987243006587,1.325524790670274,0.38269796390899863,0.2548,0.5723253806916543,0.4276746193083457,0.9840631718707845,0.581594146647737
578,0.9430083333333332,0.92405,0.6952625,10.862406697179122,4.160964381207282,2.6105502720086857,2.0005248244555918,0.6745462174621288,0.6737083333333334,0.8273125,0.579375,5.814109302402114,4.017216573372177,1.4472979477732189,1.2996657406606795,0.32036359122037067,0.2692999999999999,0.5352505632027192,0.46474943679728076,0.9654532472125135,0.5544034004216271
579,0.943125,0.9205625,0.6971375,10.325380657547875,3.9584376995677633,2.6084484438583795,1.9420293555179853,0.6951164879179019,0.6786416666666666,0.8191250000000001,0.5804625,5.648641190237781,3.938885396078227,1.4340709673507843,1.2756676617960445,0.3085845126674722,0.2644833333333334,0.5470637236128058,0.45293627638719425,0.9950606009305967,0.5497793029903735
580,0.9612499999999999,0.9461875,0.6873875,11.189818943176231,3.948161648297298,2.8341846003194937,2.2566019427631887,0.6716067969661512,0.6818416666666667,0.8530125,0.57355,6.008566967470173,3.802567728534479,1.580134108429383,1.4555916829334048,0.3087937351805459,0.27940833333333326,0.5369673091211467,0.46303269087885335,0.9631236173357774,0.557526883835039
581,0.9495083333333334,0.9327375,0.6940625,11.196065443188106,4.183208317051211,2.6764302885782016,2.0799627459991625,0.6683177231411818,0.6937,0.8345,0.598525,6.011942044381592,3.86034125772931,1.5573602547039778,1.366343289547008,0.36099161404276536,0.2558083333333334,0.5369691767958867,0.46303082320411326,0.9228183167436679,0.5818796257649936
582,0.9444166666666667,0.921925,0.6958374999999999,10.689680128529227,4.019089689246192,2.659726693119444,1.998987695157395,0.7177401233964076,0.7040333333333333,0.8347249999999999,0.6020875,6.429317947092831,3.947077710001995,1.6288805084330558,1.3505681782002996,0.3954852676504234,0.2403833333333334,0.6014509199329455,0.3985490800670545,0.9820825149941595,0.6124240180943679
583,0.9525250000000001,0.9356749999999999,0.6850375000000001,10.571217064279207,3.913562493485697,2.7011749734098993,2.112306277702,0.6437306495753164,0.65655,0.8271624999999999,0.555025,5.684316457581568,4.044266920411156,1.4055245535088665,1.328582845393277,0.23642362106567238,0.2959750000000001,0.5377163691765656,0.4622836308234344,1.0333978126433454,0.5203382110913628
584,0.9429916666666667,0.927975,0.6543875,10.73798516765859,4.345070926512004,2.4713026206636592,2.041129979441544,0.5299389935593352,0.6929833333333334,0.8556250000000001,0.5977125,6.879143963354471,4.169361185863466,1.649927568443513,1.4912443525901748,0.3579359883653784,0.2500083333333333,0.6406363815880055,0.3593636184119945,0.9595611340711558,0.6676347747328618
585,0.9567416666666666,0.941825,0.7031000000000001,11.131581001297393,3.820261102262655,2.913827276021633,2.243739966977665,0.7262883526670307,0.68525,0.8448625,0.5822,5.885900284165009,3.8039297591732715,1.5473209698394177,1.393960842614279,0.33489991732620844,0.2714916666666666,0.5287569019601981,0.4712430980398019,0.9957250714932256,0.5310270044393427
586,0.9431583333333333,0.9259125,0.6838624999999999,10.840725292232595,4.115784471269689,2.633939014034015,2.0524265725914965,0.6580370861248487,0.6708333333333333,0.838425,0.5730124999999999,6.086459438138781,4.106880246233734,1.482015318980982,1.364395619959919,0.30950407078314635,0.27232500000000004,0.5614439323999607,0.4385560676000393,0.9978365667351848,0.5626612123836527
587,0.9613833333333334,0.9456749999999999,0.7026249999999999,11.11354333879202,3.8745757845487603,2.8683251939763834,2.1840104345559146,0.714131842923378,0.6618583333333334,0.85395,0.5553125000000001,5.846790684089205,3.9261798319382617,1.4891805608411939,1.4318997852005106,0.23993827676682855,0.29952499999999993,0.5260959988954088,0.4739040011045912,1.013318631576466,0.5191812155638916
588,0.9486083333333333,0.9288,0.6922249999999999,10.676461361633534,4.021277650782464,2.6549923404458524,2.0204080348974305,0.697767267655797,0.6942166666666667,0.8506,0.5966500000000001,6.439218615243169,3.975284722482206,1.6198131869212273,1.437455109512003,0.3577052248147415,0.25439166666666657,0.6031229259521197,0.3968770740478803,0.9885626081324406,0.6101008888971832
589,0.9410666666666666,0.9224,0.6784,10.713467249225218,4.098903270712407,2.6137399547277362,2.04327567843794,0.6403505547926834,0.67765,0.8240750000000001,0.581075,5.863322955019246,3.983244428293961,1.4719967756361187,1.299955142435539,0.31711679321072483,0.26341666666666663,0.5472852829641378,0.4527147170358622,0.9717829783286532,0.5631764449150992
590,0.9480833333333333,0.9318500000000001,0.6952999999999999,11.449808679558139,4.2758157956219165,2.6778068155512686,2.0793336502404567,0.6979543579573672,0.6675416666666667,0.8310125,0.567275,5.947792725273191,4.031320893245428,1.4753955050412524,1.355279355161868,0.2988297720717497,0.2805416666666666,0.5194665598117857,0.4805334401882143,0.9428191217622538,0.5509715997707322
591,0.9442999999999999,0.9242875,0.6760875,11.047807424614438,4.303594230587839,2.567111775104641,2.0021009948828166,0.6474893742696354,0.6625666666666667,0.8427749999999999,0.5563,5.893131519134999,4.007547830116278,1.4705080934652281,1.4237584225614188,0.23427961517979967,0.28173333333333317,0.5334209126423713,0.46657908735762865,0.9312094996392996,0.5728258924001418
592,0.928325,0.9078,0.6673875,10.29287805863703,4.28316993787978,2.4030982211581655,1.8921123223105731,0.600949176169506,0.683875,0.81555,0.5908375,6.133927867471652,4.043160079380291,1.5171122950966165,1.2920434567579946,0.365165966816617,0.24444999999999995,0.5959390398416805,0.4040609601583195,0.9439644324226144,0.6313151421523874
593,0.9394916666666666,0.9207124999999999,0.6714874999999999,10.89844111614893,4.375498043078931,2.4907887076735986,1.9587351968463897,0.6026278999329756,0.6941166666666667,0.8427,0.5932625,6.6694539393843435,4.147622859346864,1.608018415742505,1.4370286552675324,0.34673847239252875,0.2453749999999999,0.6119640293786401,0.38803597062135986,0.9479201724035702,0.645586038987786
594,0.947825,0.9324125,0.6755125000000001,10.791151341975484,4.078796243164494,2.6456706093274405,2.0951996045594474,0.6175908549975403,0.6903416666666666,0.86685,0.5856374999999999,6.645890386530087,3.9110771652509064,1.6992480858156973,1.5684637032706312,0.3334930472280557,0.2574833333333334,0.6158648114477705,0.3841351885522295,0.9588802509577029,0.642274998189463
595,0.9365,0.9167375,0.6764499999999999,10.563698421434172,4.2222458094682205,2.5019145966692635,1.936978315553184,0.6488475089156555,0.6734833333333334,0.819675,0.58245,6.171663382105619,4.243011181637476,1.454547989129699,1.3086464123546568,0.3132529516046119,0.26301666666666657,0.5842332046873909,0.41576679531260907,1.0049180869864776,0.5813739569952158
596,0.9597583333333334,0.9453,0.7025874999999999,11.377213667679626,3.949211516093798,2.8808823283623295,2.2212313582843586,0.7253562672069521,0.66425,0.8169000000000001,0.5694625,5.6453445679417005,4.075685438190151,1.3851276438175202,1.2670345852963985,0.2724145187356699,0.2955083333333334,0.4961974638815994,0.5038025361184006,1.0320251071842943,0.48079979879112655
597,0.9570416666666668,0.9422,0.6797375,10.99777859608604,4.099140095569321,2.6829477255420766,2.1608085267529273,0.6359720863530702,0.6590083333333333,0.8268625000000001,0.5604625,5.67429061530751,4.024499428111592,1.4099369913365962,1.319971226131814,0.26110069629623994,0.2980333333333335,0.5159487950891204,0.4840512049108796,0.9817911401617119,0.5255178764438003
598,0.937175,0.9162875,0.6705,10.344543678617898,4.204768027413805,2.460193668515035,1.9229901741569855,0.604000595116618,0.673775,0.807575,0.5834625,6.01445431407897,4.325019186473358,1.3906191058965418,1.2114253126951047,0.31505525819582314,0.26339999999999997,0.5814132068977393,0.41858679310226066,1.0285987617570225,0.5652478191832413
599,0.9354916666666667,0.91605,0.6743874999999999,10.490642027460675,4.278355041932333,2.452026988092728,1.9242653631292352,0.6024356759311336,0.6831833333333334,0.82385,0.5856125,6.2677147912339155,4.119075680127123,1.521631375085704,1.340782395922575,0.34377877727602535,0.25230833333333336,0.5974576937071462,0.4025423062928538,0.9627708873517729,0.6205606147382912
600,0.9597249999999999,0.9447125,0.6979500000000001,11.026095357987153,3.858104227743467,2.8579049987034977,2.210348139011264,0.708009643939291,0.6814749999999999,0.854,0.5738875000000001,5.870158151365215,3.7052263874151508,1.5842913597137498,1.4462459330880473,0.32356597150244854,0.27825,0.5323877547560798,0.4676122452439202,0.9603748806916677,0.5543541021946045
601,0.9494416666666667,0.9319875,0.685225,10.734998169944044,4.01512957683202,2.673636794161465,2.076296366728866,0.6602163792783798,0.68995,0.8239500000000001,0.5980249999999999,6.152178198684866,4.020275738081889,1.530287621918224,1.3262171477507183,0.3642286639844818,0.2594916666666668,0.5730954119684711,0.42690458803152886,1.0012816924463814,0.5723618201469917
602,0.9515916666666666,0.93605,0.68265,11.21810154154048,4.204198064210218,2.668309477861829,2.106225144898352,0.6428075491635911,0.6683666666666667,0.8370875,0.5627625,5.7129346131110115,3.924580945778861,1.4556801584779744,1.3362451341659012,0.27152027222957414,0.28322499999999995,0.5092603763619086,0.4907396236380914,0.9334909739834332,0.5455439747732863
603,0.9343416666666666,0.9157375,0.6676249999999999,10.463346062014285,4.345958872261559,2.40760356219601,1.8955252532280558,0.5938013948129335,0.6685833333333333,0.8165125,0.5781875,5.748396868048951,4.006919057992383,1.4346176663047228,1.2829703625703957,0.3100346062094654,0.2657583333333333,0.5493841868537352,0.45061581314626475,0.9219873394492696,0.5958695562803484
604,0.9458499999999999,0.9268750000000001,0.6638,10.430863654090695,4.134609607055935,2.522817060234626,1.9998246438984282,0.5845616814421392,0.6969,0.8347,0.59775,6.630606010209994,4.169566985193117,1.5902385148761178,1.3787434924912045,0.3534184913902966,0.2489499999999999,0.6356718130055946,0.3643281869944054,1.0084548195499583,0.6303423819118391
