direction,connective,mu_TT,mu_mixed,mu_FF,upper_gap,lower_gap,total_range,upper_gap_fraction,lower_gap_fraction,Delta,Delta_norm,pooled_sd,range_over_sd,dprime_TT_mixed,dprime_mixed_FF,pairwise_auc_TT_mixed,pairwise_auc_mixed_FF
Perpendicular,AND,7.499674208803017,-10.868031492409076,-22.803977781520516,18.367705701212092,11.93594628911144,30.303651990323534,0.6061218531376089,0.393878146862391,6.431759412100652,0.21224370627521794,5.075344078127141,5.970758144442086,4.147279754415247,2.1131620618574627,0.9978625,0.923225
Perpendicular,OR,21.22075406537736,9.779340938827161,-5.244771781526663,11.441413126550199,15.024112720353823,26.465525846904022,0.4323138407578111,0.5676861592421889,-3.582699593803625,-0.13537231848437783,5.043956238335103,5.246977689013356,2.0878916471402373,3.289043232190817,0.9285875,0.9857625
